"idx","news_date","news_title","news_text_sm","url_in","news_writer","tags_string","thumb_addr","news_key"
121,"2022.08.10","""자바 앱 서버의 표준"" 톰캣의 이해와 기본 활용","아파치 톰캣(Apache Tomcat)은?오랜 기간 널리 쓰인 오픈 소스 자바(Java) 서블릿 컨테이너다. 자카르타 서블릿(Jakarta Servlet),?자카르타 서버 페이지(Jakarta Server Pages), 자카르타 웹소켓(Jakarta ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/249508,Josh Fruhlinger,,https://www.itworld.co.kr/files/itworld/ITW_202208_01/GettyImages-1385936291.300x240.jpg,톰캣
122,"2022.08.10","""막을 수 없는 기세"" 파이썬, 개발언어 인기지수 또 1위",‘막을 수 없는 기세의’ 파이썬이 다시 한번 티오베(Tiobe) 그리고 Pypl(PopularitY of Programming Language) 지수에서 모두 1위를 차지했다.?파이썬이 티오베 지수에서 처음으로 1위를 차지한 지 1년가...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/249502,Matthew Tyson,,https://www.itworld.co.kr/files/ciokr/2022/08/GettyImages-1198392714.300x240.jpg,프로그래밍 언어
123,"2022.08.11","""정의부터 제각각"" 설문조사로 본 앱 현대화의 현주소","IT 리더 대부분이 애플리케이션 현대화 과정에서 어려움을 겪고 있는 것으로 나타났다. '애플리케이션 현대화(Application modernization)'란 레거시 시스템을 새로운 애플리케이션이나 플랫폼으로 전환하는 것으로, 이 과정에서 새로운 기능...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/249886,Sharon Machlis?,,https://www.itworld.co.kr/files/itworld/ITW_202208_01/GettyImages-1392110811.300x240.jpg,애플리케이션 현대화
124,"2022.08.11","마이크로소프트, 자사 이모티콘 깃허브에 오픈소스로 공개","마이크로소프트가 자체 개발 이모티콘의 대부분을 모든 개발자가 자유롭게 변경할 수 있게 깃허브와 피그마(Figma)에 오픈소스로 공개했다.?그러나 사용자 개인이 자신만의 이모티콘을 디자인해 윈도우에서 사용하게 되거나, 모든 이모티콘이 오...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/249844,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202208_01/0811_2_microsoft-emoji-mash-100931176-large.300x240.jpg,이모티콘
125,"2022.08.12","앵귤러 15 버전 11월 출시...""독립형 컴포넌트 안정성 높인다""",앵귤러 개발팀이 올 11월 출시되는 앵귤러 15에 독립형 컴포넌트 API의 안정성을 높이고 애플리케이션 빌드 과정을 단순화하겠다고 밝혔다. 여기에 UI 로직의 구성 방식도 변경할 예정이다.??앵귤러 15는 웹 개발을 위한 타입...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/250156,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202208_01/angular_15_release_thumb.300x240.jpg,앵귤러
126,"2022.08.12","앱 현대화 ""필수지만 어려워""…도구 및 인력 교육이 과제",대다수 IT 의사결정자가 애플리케이션 현대화 과정에서 어려움을 겪고 있다는 애스퍼리타스 컨설팅(Asperitas Consulting)의 보고서가 발표됐다. 가트너에 따르면 애플리케이션 현대화는 새로운 기능의 통합을 포함해 기존 시스템을 새로운 애플리케...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/250096,김은혜 기자,,https://www.itworld.co.kr/files/itworld/ITW_202208_01/GettyImages-918639620.300x240.jpg,앱현대화
127,"2022.08.18",'어느덧 10살 넘은' 고(Go) 언어를 돌아보다,"구글에서 개발한 인기 프로그래밍 언어 ‘고(Go)’의 강점, 약점, 사용 사례, 앞으로의 발전 방향을 살펴본다.?구글의 프로그래밍 언어, 일명 ‘고랭’(2022년 3월 현재 버전 1.18)은 출시 당시 마니아 개발자에게 주목받는 신기한 언...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/250756,Isaac Sacolick,,https://www.itworld.co.kr/files/ciokr/2022/08/go_green-light_traffic-signal_by-pawel-czerwinski-unsplash-100765091-large.300x240.jpg,구글
128,"2022.08.22",“마이크로소프트 365도 옮겼다” 윈도우 앱을 컨테이너로 옮기는 방법,"마이크로소프트 플랫폼 상에서 구축 작업을 하는 개발자라면 누구나 알고 있는 오랜 격언은 “어떤 마이크로소프트 제품이 전성기를 맞이할 준비가 되었는지 파악하려면, 그 제품이 마이크로소프트의 주력 애플리케이션이나 서비스에 사용되는지 여부를 보면 알 수 있...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/250996,Neal Weinberg,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-1401439987.300x240.jpg,마이크로소프트365
129,"2022.08.22","""데노 vs. Node.js"" JS 런타임 선택 가이드",Node.js는 여전히 가장 널리 쓰이는 자바스크립트 런타임 환경이다. 그러나 데노(Deno)는 보안이 뛰어나고 더 현대적이다. 데노와 Node.js를 비교하고 실제 프로젝트에 어떤 것을 사용하는 것이 좋을지 판단하는 기준을 살펴보자.?...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/250828,Adam Bellemare,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-1413607646.300x240.jpg,데노
130,"2022.08.23",YAML의 숨은 오류를 미리 막아주는 7가지 팁,"YAML는 쿠버네티스(Kubernetes), 앤서블(Ansible), 서클CI(CircleCI), 솔트(Salt)를 포함한 많은 최신 애플리케이션의 중심에 서 있는 언어다. YAML Ain't Markup Language라는 문장의 앞 자를 따서 만든...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/251080,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/YAML_Error_fix.300x240.jpg,YAML
131,"2022.08.23","""자바 고속 직렬화의 진화"" 마이크로스트림의 이해",마이크로스트림(MicroStream)은 자바 애플리케이션의 데이터 지속성을 위한 흥미로우면서 대담한 접근 방식이다. 서버-데이터스토어의 복잡성을 완전히 없애고 애플리케이션 내에서 실행되는 객체 지속성 계층을 제공하는 방식을 제안한다. 최근 오라클이 헬...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/251026,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-1414341859.300x240.jpg,마이크로스트림
132,"2022.08.25",‘C# 11’ 출시 임박··· “객체 초기화 등 기능 추가”,"마이크로소프트에서 개발한 객체 지향 및 타입 세이프 프로그래밍 언어의 새 버전 ‘C# 11’이 거의 완성됐다. 현재 객체 초기화 개선, 일반 수학 지원 등 같은 기능을 추가 중이다.??C#에서?객체 초기화를 사용하면 ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/251680,Simon Bisson,,https://www.itworld.co.kr/files/ciokr/2022/08/GettyImages-478652342.300x240.jpg,마이크로소프트
133,"2022.08.25",글로벌 칼럼 | 데브옵스 시대는 끝났다,소프트웨어 개발 작업이 점점 더 복잡해짐에 따라 개발(dev) 전문가와 운영(ops) 전문가를 다시 한번 분리해야 할 때가 다가오고 있다. 이번에는 과거의 실수를 반복하지 않고 해낼 수 있을까??2000년대 후반 소프트웨어가 세상을 집...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/251626,Simon Bisson,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-1346698461.300x240.jpg,데브옵스
134,"2022.08.26","커리어 로드맵 | 클라우드 아키텍트 “폭넓은 관심과 경험, 학습 필요”",모든 종류의 조직에서 클라우드 서비스에 대한 수요가 증가하는 가운데 이와 관련된 기술력을 갖춘 전문가에 대한 수요도 높아지고 있다. 조직의 클라우드 환경을 개발하고 관리하는 클라우드 아키텍트도 그중 하나다.?클라우드 아키텍트는 주로 클라우...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/251890,Jonny Evans,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-637978330.300x240.jpg,아키텍트
135,"2022.08.30",타입스크립트 4.8 공식 출시…교차 및 유니온 타입 개선,"마이크로소프트가 타입스크립트(TypeScript) 4.8의 공식 버전을 출시했다. 새 버전은 리눅스와 맥OS 내 파일 감시 관련 오류를 수정하고, 타입 개선으로 정확성과 일관성 높였다.??새로운 타입스크립트는 strictNul...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/252382,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/Typescript_4_8.300x240.jpg,타입스크립트
136,"2022.08.31",글로벌 칼럼ㅣ한때 잘 나갔는데…‘헤로쿠’가 시들해지는 이유,한때 애플리케이션 배포의 대명사였던 ‘헤로쿠(Heroku)’는 투자 부족으로 다른 배포 옵션을 많이 제공하지 않고 있다.?‘헤로쿠’에 관해 이야기할 때면 항상 ‘하지만’이 붙는다. 이를 감안하고 보도록 하자. 필자는 지난 15년 동안 헤로...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/252610,Sharon Machlis?,,https://www.itworld.co.kr/files/ciokr/2022/08/1024px-thumbnail-100721583-large.300x240.jpg,헤로쿠
137,"2022.08.31","SAP 코리아-서울시, ‘클라우드 기반 재무 애플리케이션 개발자 양성 과정’ 운영...10월 3일까지 교육생 모집",SAP 코리아는 ‘기업용 클라우드 기반 재무 애플리케이션 개발자 양성 과정’ 참가자를 모집한다고 밝혔다. 해당 교육과정은 소프트웨어 분야 취업 희망자에게 실무 중심 교육을 전액 무료로 제공한다.이번 프로그램은 서울시와 서울산업진흥원이 소프트웨어 혁...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/252526,Serdar Yegulalp,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/0831_sap.300x240.300x240.PNG,SAP 코리아
138,"2022.08.31",거의 모든 SW 개발의 필수?JSON 데이터 포맷의 이해,"JSON은 JavaScript Object Notation의 약어로, 데이터를 표현하는 데 사용되는 형식이다. 2000년대 초반 자바스크립트의 일부로 등장했고 점점 확장돼 텍스트 기반 데이터를 기술하고 교환하는 가장 보편적인 매체로 발전했다. 현재 J...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/252478,김은혜 기자,,https://www.itworld.co.kr/files/itworld/ITW_202208_02/GettyImages-1416878492.300x240.jpg,JSON
139,"2022.09.01",딥러닝 프레임워크 ‘3파전’··· '텐서플로우 vs 파이토치 vs JAX' 비교,"오늘날 딥러닝 연구 및 개발을 주도하는 3가지 프레임워크가 있다. 각각 사용 편의성, 기능 및 성숙도, 엄청난 확장성으로 유명하다. 어떤 프레임워크를 사용해야 할까??시리, 알렉사, 실시간 번역 앱, 로봇, 자율주행차 등에 들어가는 ‘딥러...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/252982,Simon Bisson,,https://www.itworld.co.kr/files/ciokr/2022/08/GettyImages-1296423301.300x240.jpg,딥러닝
140,"2022.09.02",실시간 데이터 시대 핵심 기술?이벤트 기반 아키텍처의 이해,데이터는 기하급수적으로 증가한다. 전 세계에서 매일 생성되는 데이터의 양은 3년 후면 463엑사바이트에 이르게 된다. 이해를 돕기 위해 설명하자면 인간이 지금까지 생성한 모든 단어의 총합이 5엑사바이트다.?지금의 디지털 경제에서 성공하...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/253048,Neal Weinberg,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/GettyImages-1416784183.300x240.jpg,이벤트 기반 아키텍처
141,"2022.09.05","""개발 역량 안에서부터"" 시민 개발자 자원을 개발하고 활용하는 방법",한동안 IT 인재 공백이 심각해질 것으로 예상되는 상황에서 기업도 디지털 트랜스포메이션과 인재 충원 대응 전략으로 로우코드와 노코드 앱 개발을 고려하고 있다.사실 이제 기업에서도 로우코드와 노코드로 앱을 개발하는 것은 예외가 아니라 규칙으로 자리 ...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/253468,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/GettyImages-1190540498.300x240.jpg,시민개발자
142,"2022.09.05",비주얼 스튜디오의 새로운 확장 모델 이해하기,"최근 비주얼 스튜디오 코드(Visual Studio Code)가 엄청난 인기를 누리고 있긴 하지만, 그래도 마이크로소프트의 개발 툴 핵심은 비주얼 스튜디오 IDE다. 25년 이상의 역사를 가진 비주얼 스튜디오 IDE는 사용자별 맞춤 개발환경을 구축하는...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/253324,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/MS_VisualStudio_Extensibility.300x240.jpg,비주얼스튜디오
143,"2022.09.06","""보안 위험 줄이는 종속성 관리법"" 오픈SSF, 'npm 베스트 프랙티스 가이드' 발표","최근 오픈SSF(The Open Source Security Foundation, OpenSSF)가 npm 베스트 프랙티스 가이드(npm Best Practices Guide)를 발표했다. 자바스크립트와 타입스크립트 개발자가 오픈소스 종속성 관련 보안...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/253534,Neal Weinberg,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/m6-GettyImages-915332378.300x240.jpg,오픈SSF
144,"2022.09.13",초보 메인프레임 개발자를 위한 AI 검색 툴 '코볼 컬리그',다른 모든 분야와 마찬가지로 소프트웨어 개발에도 생산성이 중요하다. 그런데 일반적으로 개발자가 필요한 변경 작업을 하기 위해 코드를 검색하고 동작을 이해하는 데만 업무 시간의 약 75%를 소비한다.?개발자가 실질적인 작업을 시작하기 전...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254218,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/GettyImages-1419100538.300x240.jpg,코볼 컬리그
145,"2022.09.14","그렙 ‘프로그래머스 스쿨’, 온라인 기반 개발자 학습 커뮤니티 플랫폼으로 개편",그렙이 개발자 교육 서비스 ‘프로그래머스 스쿨’을 ‘온라인 개발자 학습 커뮤니티 플랫폼’으로 개편했다고 밝혔다.?개편된 ‘프로그래머스 스쿨’은 개발자의 전문적인 ‘실무형 교육’을 위해 학습자와 교·강사가 자유롭게 강의를 개설하고 소통할...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254674,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/0914_school.300x240.jpg,그렙
146,"2022.09.14","퍼즐데이터, 특허 2건 취득…“프로세스 마이닝 핵심 기술 개발”",퍼즐데이터는 ‘프로세스 마이닝 결과를 출력하는 방법 및 장치’와 ‘표준 프로세스를 기반으로 한 사용자 프로세스 분석 장치 및 방법’ 기술을 개발해 2건의 특허 출원을 완료했다고 밝혔다.?첫 번째 특허 ‘프로세스 마이닝 결과를 출력하는 ...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254626,Serdar Yegulalp?,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/0914_puzzle.300x240.jpg,퍼즐데이터
147,"2022.09.14","더큐티컴퍼니, 신규 고객 위한 앱 개발 맞춤형 컨설팅 서비스 ‘Qt 스타터팩’ 공개,",더큐티컴퍼니는 신규 고객을 위한 애플리케이션 개발 맞춤형 컨설팅 서비스 패키지인 ‘Qt 스타터 팩(Qt Starter Pack)’을 발표했다.?입문 고객을 위한 서비스 패키지인 ‘Qt 스타터 팩’은 다수의 애플리케이션 개발 경험을 갖춘...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254566,Josh Fruhlinger,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/0914_Qt_professional.300x240.jpg,더큐티컴퍼니
148,"2022.09.14",“러스트 언어 보안성 높인다”…재단에 자체 보안팀 배치,"러스트 재단이 러스트(Rust) 언어의 보안 수준을 평가하고 강화하기 위해 자체적으로 보안팀을 지원하겠다고 밝혔다.??이번에 새로 생기는 러스트 보안팀은 전문 인력으로 구성됐으며, 러스트 커뮤니티를 지원하고, 프로그래밍 언어의...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254548,Matthew Tyson,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/rust_22_sep.300x240.jpg,오픈소스
149,"2022.09.14",CJ올리브네트웍스-비마이프렌즈 사업 협약 체결...“크리에이터 이코노미 생태계 확장에 나선다”,"CJ올리브네트웍스가 글로벌 팬덤 비즈니스 전문 스타트업 비마이프렌즈와 함께 크리에이터 이코노미 생태계 확장에 나선다고 밝혔다.?크리에이터 이코노미란 창작자, 개발자, 작가 등 콘텐츠를 생산하는 크리에이터들이 온라인 및 모바일 플랫폼에서...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254536,Adam Bellemare,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/0914_cj.300x240.jpg,CJ올리브네트웍스
150,"2022.09.15",커리어 로드맵 : 클라우드 엔지니어,"많은 기업에서 클라우드로의 전환이 갑작스럽게, 그리고 전방위적으로 일어났고, 그 결과 IT 부서에는 클라우드 기술력의 공백이 발생했다. 클라우드 엔지니어에 대한 수요가 높을 수밖에 없는 이유이다.리크루팅 기업 로버트 하프(Robert Half)는 ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/254914,Serdar Yegulalp,,https://www.itworld.co.kr/files/itworld/ITW_202209_01/GettyImages-1033094068.300x240.jpg,클라우드엔지니어
151,"2022.09.19","유니버설 로봇, “제조업 젊은 인재 양성한다” 아산스마트팩토리마이스터고등학교와 산학협력 체결",유니버설 로봇(Universal Robots)이 아산스마트팩토리마이스터고등학교와 숙련된 전문 기술인재 양성 및 취업 지원을 위한 산학협력 협약을 체결했다고 밝혔다.?이번 협약을 통해 유니버설 로봇은 고교의 인력과 시설 등 기술개발 자원...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255490,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/0919_u_robot.300x240.jpg,유니버설 로봇
152,"2022.09.20","고 개발자 26% ""제네릭을 이미 코드에 사용하고 있다""",고(Go) 개발자 설문조사 결과에 따르면 전체 응답자의 4분의 1 이상이 이미 ‘제네릭(Generics)’을 사용하고 있다.?지난 3월 고 프로그래밍 언어에 추가된 제네릭이 빠르게 채택되고 있다. 이는 9월 8일 발표된 ‘고 개발자 설문조사 ...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255598,Adam Bellemare,,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1150771767.300x240.jpg,고 언어
153,"2022.09.21",예시로 살펴보는 넥스트JS용 풀스택 프레임워크 ‘블리츠JS’,블리츠JS(Blitz.js)는 리액트(React)와 넥스트JS(Next.js)를 기반으로 구축된 자바스크립트 프레임워크다. 블리츠JS는 다른 기술과 구별되는 뚜렷한 철학이 있는 풀스택 프레임워크다. 특히 제로(zero)-API 접근법을 추구하는 특징이...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256054,Aurore Bonny?,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/Blitz_js_explainer.300x240.jpg,리액트
154,"2022.09.21",‘개발자 성장’을 이끄는 IT 리더의 6가지 행동,"모두가 그런 건 아니겠지만 개발자들은 까다롭고 급격한 변화를 꺼리기로 악명 높다. 완료할 때까지 또는 만족스러울 때까지 일을 계속하는 경향도 있다. 그렇다면 IT 리더가 해야 할 일은 무엇일까? 여기서는 무엇이 개발자에게 동기를 부여하고, 혼란을 주는...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/255940,Serdar Yegulalp,,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1409790596.300x240.jpg,프로그래머
155,"2022.09.22",CI/CD 파이프라인을 보호하는 모범 사례 5가지,"엔지니어의 사고는 문제 이해하기, 해결책 만들기, 그리고 프로덕션 환경에 견고하고 안전한 구현을 배포할 방법 알아내기 순서로 흐른다.?일단 해결책이 구현된 이후 보안 모범 사례를 집어넣으면 복잡하고 자원이 많이 든다. ?또한 혁신...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256360,Nick Hodges,,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-166160844.300x240.jpg,AI옵스
156,"2022.09.22","글로벌 칼럼 | SW 개방성 논쟁, 명분보다 실리가 중요하다",최근 영향력 있는 산업 분석가이자 전 애플 직원인 마이클 가텐버그는 “문자 생태계를 조금이라도 개방하는 게 애플의 이익에 부합한다. 수익성이 높아서가 아니라 모든 스마트폰 사용자를 위해 해야 할 바람직하기 때문이다”라고 말했다. 하지만 애플은 이 충고...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256162,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/GettyImages-1419642241.300x240.jpg,개방성
157,"2022.09.23","메타, ‘이머시브 러닝 아카데미’ 출범…증강 현실 기술 교육 프로그램 운영",메타(구 페이스북)가 메타버스 크리에이터와 개발자 등 업계 관계자들이 메타버스를 구축하고 보다 몰입감 있는 3D 경험을 통해 새로운 기회와 아이디어를 선보일 수 있도록 ‘이머시브 러닝 아카데미(Immersive Learning Academy)’를 출범...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256648,Josh Fruhlinger,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/GettyImages-147064031.300x240.jpg,메타
158,"2022.09.23",“목표는 C++ 현대화” 새 컴파일러 ‘Cpp프론트’ 공개,"‘Cpp프론트(Cppfront)’는 유서 깊은 프로그래밍 언어인 C++를 ‘10배 더 간단하고, 안전하며, 도구를 사용하기 쉽게’ 만드는 대체 C++ 구문용 실험적 컴파일러다.??C++ 언어가 ‘Cpp프론트’라는 제안에 따라 ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256390,Matthew Tyson,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/0923_Immersive%20Learning%20Academy.300x240.300x240.jpg,C++
159,"2022.09.26",‘자바스크립트의 아버지’ 브렌던 아이크가 전하는 코딩·웹3·암호화폐의 미래,"브렌던 아이크는 자바스크립트 프로그래밍 언어를 처음 창시한 사람으로 유명하다. 지금 브레이브 소프트웨어(Brave Software)의 창업자이자 CEO로 활동하면서, 브레이브 브라우저와 베이직 어텐션 토큰(Basic Attention Token)의 기...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/257050,Aurore Bonny?,,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1404288801.300x240.jpg,자바스크립트
160,"2022.09.26",블로그 | 클라우드에서 데브옵스가 무너지는 이유,"데브옵스는 애플리케이션 개발 생산성을 위해서는 언제는 옳은가? 그렇다고 생각한다면, 다시 생각해 보기 바란다. 툴과 인력이 없으면, 클라우드 개발은 금방 무너지고 만다.화요일 아침, 일일 스크럼 미팅을 위해 줌 화상회의 중이다. 진척 상황에 대한 ...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/256678,Anirban Ghoshal,,https://www.itworld.co.kr/files/itworld/ITW_202209_02/website_future_interview_01.300x240.jpg,데브옵스
161,"2022.10.04",“제 2의 노드JS 노린다” 오픈소스 런타임 환경 ‘번’이란?,"노드JS(node.js)와 데노(Deno)의 새로운 경쟁자가 등장했다. 자바스크립트 및 타입스크립트의 런타임 기술인 ‘번(Bun)’이 그 주인공이다.??베타 버전으로 공개된 번은 노드JS나 데노와 유사한 역할을 하며, 번들러,...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/258112,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/bun_javascript.300x240.jpg,노드JS
162,"2022.10.04","""수십 년째 굳건하게"" C 언어가 왕좌 지키는 이유","‘C 언어’는 지난 1972년 개발된 이후 지금까지 전 세계에서 널리 사용되고 있으며, 소프트웨어 시대의 핵심적인 기본 구성요소로 군림하고 있다. 하지만 지난 수십 년 동안 새로운 언어가 많이 등장했다. 그중에는 노골적으로 C 언어의 아성에 도전한 언...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/257896,Simon Bisson,,https://www.itworld.co.kr/files/ciokr/2022/09/GettyImages-1366757511.300x240.jpg,C 언어
163,"2022.10.12","러스트 언어를 좋아하는 이유, 그리고 싫어하는 이유 7가지",요즘은 매일 새로운 프로그래밍 언어가 만들어지는 것 같다. 대부분 소프트웨어 개발자에게 필요한 이상으로 많은 프로그래밍 언어가 있다. 프로그래머는 번뜩이는 천재성으로 새롭고 멋진 뭔가를 만들기 시작한다. 그러나 많은 경우 틈새 언어가 되어 한 가지 고...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259252,Neal Weinberg,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-1217875553.300x240.jpg,러스트
164,"2022.10.13","젯브레인, 차세대 IDE ‘플릿’ 테스트 버전 출시 ""누구나 다운로드 가능""","젯브레인이 차세대 IDE(Integrated Development Environment)인 플릿(Fleet)의 공개 테스트 버전을 출시했다. 지난해 11월, 플릿을 처음 발표한 이후 비공개 테스트 버전으로만 제공했지만, 이제 공개 테스트 버전으로 전환...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259516,Simon Bisson,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/1013_jet.300x240.PNG,젯브레인
165,"2022.10.13",'지나치게 장밋빛'인 로우코드 플랫폼 구별하는 8가지 이상 신호,"로우코드 및 노코드 플랫폼을 사용하면 애플리케이션, 데이터베이스, 워크플로우, 통합, 사물인터넷 데이터 스트림, 데이터 시각화 등 다양한 기능을 구축할 수 있다. 스프레드시트를 교체하고, 기술적 부채를 줄이거나, 머신러닝을 실험하는 데 도움이 되는 다...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259504,Isaac Sacolick,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-1169648176.300x240.jpg,로우코드
166,"2022.10.14",MS 이그나이트 2022 : 개발 허브로 본격 거듭난 애저의 변화,이번주 마이크로소프트가 이그나이트 행사에서 발표한 애저의 변화는 인텔이 최근 초점을 맞추는 ‘개발자 클라우드’를 연상케 한다. 올해 진행된 이그나이트에서 마이크로소프트는 범위를 확장하고 있는 애저의 개발자 중심 도구를 자체 개발자 클라우드로 묘사하고 ...,https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259684,Aurore Bonny?,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/GettyImages-918639624.300x240.jpg,마이크로소프트
167,"2022.10.17",C++개발자를 위한 최고의 라이브러리 12선,"C++는 범용 시스템 프로그래밍 언어로, 1979년에 설계돼 지금까지 40년 이상 사용되고 있다. 오랜 역사 동안 C++에 대한 열기는 식지 않고, 언제나 프로그래밍 언어 인기 순위에서 최상위권을 유지하고 있다.?C++ 생태계는 IDE, 편집...",https://www.itworld.co.kr/t/61023/%EA%B0%9C%EB%B0%9C%EC%9E%90/259936,Paul Krill,,https://www.itworld.co.kr/files/itworld/ITW_202210_01/best_cpp_library.300x240.jpg,c++
